regime,n_bars,mean_return,vol_return,sharpe_like
Down_HighVol,8500,-6.168833923601233e-06,0.006773728450493554,-0.0009106999149267275
Down_LowVol,8541,3.549674444526806e-05,0.004688328564858236,0.0075713005081036585
Up_HighVol,7695,0.00011787097746919103,0.0057468793074144835,0.02051043203867476
Up_LowVol,10275,-5.152299535988402e-05,0.004728981202054083,-0.010895157573792948
